section_name,section_id3,office_id,article_id,url,title,press,wdate,source_file
공시,406,001,0015730659,https://n.news.naver.com/mnews/article/001/0015730659,"'울산화력 해체공사' HJ중공업 ""건설부문 전 현장 공사중단""",연합뉴스,2025-11-07 18:10,naver_news_list_20251110_s406_p1.html
환율,429,001,0015732473,https://n.news.naver.com/mnews/article/001/0015732473,"한투증권, 4분기 환율 전망치 1,390원에서 1,420원으로 상향",연합뉴스,2025-11-10 08:17,naver_news_list_20251110_s429_p1.html
환율,429,277,0005676686,https://n.news.naver.com/mnews/article/277/0005676686,11월 평균환율 '관세 공포' 4월 수준 넘었다…연말 레벨 어디로[Why&Next],아시아경제,2025-11-10 06:25,naver_news_list_20251110_s429_p1.html
환율,429,001,0015732199,https://n.news.naver.com/mnews/article/001/0015732199,[그래픽] 달러 대비 주요 통화 가치 등락률,연합뉴스,2025-11-09 16:57,naver_news_list_20251110_s429_p1.html
환율,429,001,0015731776,https://n.news.naver.com/mnews/article/001/0015731776,"1,460원대로 뛴 원/달러 환율",연합뉴스,2025-11-09 12:41,naver_news_list_20251110_s429_p1.html
환율,429,001,0015731775,https://n.news.naver.com/mnews/article/001/0015731775,"1,460원대로 뛴 원/달러 환율",연합뉴스,2025-11-09 12:39,naver_news_list_20251110_s429_p1.html
환율,429,001,0015731774,https://n.news.naver.com/mnews/article/001/0015731774,"1,460원대로 뛴 원/달러 환율",연합뉴스,2025-11-09 12:39,naver_news_list_20251110_s429_p1.html
환율,429,001,0015731773,https://n.news.naver.com/mnews/article/001/0015731773,"원화 1,460원 뚫리며 절하율 1위",연합뉴스,2025-11-09 12:39,naver_news_list_20251110_s429_p1.html
환율,429,001,0015731772,https://n.news.naver.com/mnews/article/001/0015731772,"원화 1,460원 뚫리며 절하율 1위",연합뉴스,2025-11-09 12:39,naver_news_list_20251110_s429_p1.html
환율,429,001,0015731771,https://n.news.naver.com/mnews/article/001/0015731771,"원화 1,460원 뚫리며 절하율 1위",연합뉴스,2025-11-09 12:39,naver_news_list_20251110_s429_p1.html
환율,429,001,0015731770,https://n.news.naver.com/mnews/article/001/0015731770,"원화 1,460원 뚫리며 절하율 1위",연합뉴스,2025-11-09 12:39,naver_news_list_20251110_s429_p1.html
환율,429,001,0015731346,https://n.news.naver.com/mnews/article/001/0015731346,외화자산 운용 4년에 1번꼴 손실…대미투자 조달 괜찮나,연합뉴스,2025-11-09 05:51,naver_news_list_20251110_s429_p1.html
환율,429,001,0015731345,https://n.news.naver.com/mnews/article/001/0015731345,"코스피 7조 팔아치운 외국인…1,460원 뚫리며 원화 절하율 1위",연합뉴스,2025-11-09 05:51,naver_news_list_20251110_s429_p1.html
환율,429,015,0005208561,https://n.news.naver.com/mnews/article/015/0005208561,지금 오르는 게 비정상인데…'이러다 1500원?' 서학개미 멘붕,한국경제,2025-11-07 17:58,naver_news_list_20251110_s429_p1.html
환율,429,015,0005208556,https://n.news.naver.com/mnews/article/015/0005208556,"""원화 약세 요인만 가득""…1460원 뚫린 환율",한국경제,2025-11-07 17:55,naver_news_list_20251110_s429_p1.html
환율,429,001,0015730525,https://n.news.naver.com/mnews/article/001/0015730525,[그래픽] 원/달러 환율 추이,연합뉴스,2025-11-07 16:29,naver_news_list_20251110_s429_p1.html
환율,429,001,0015730410,https://n.news.naver.com/mnews/article/001/0015730410,"환율, 外人 증시순매도에 7개월래 최고치…9.2원 오른 1,456.9원",연합뉴스,2025-11-07 15:47,naver_news_list_20251110_s429_p1.html
환율,429,001,0015730350,https://n.news.naver.com/mnews/article/001/0015730350,"[외환] 원/달러 환율 9.2원 오른 1,456.9원(15:30 종가)",연합뉴스,2025-11-07 15:31,naver_news_list_20251110_s429_p1.html
환율,429,422,0000799318,https://n.news.naver.com/mnews/article/422/0000799318,"코스피 3,890선까지 후퇴…환율, 7개월 만에 최고",연합뉴스TV,2025-11-07 14:38,naver_news_list_20251110_s429_p1.html
환율,429,001,0015730119,https://n.news.naver.com/mnews/article/001/0015730119,"구윤철 ""대미투자해도 외환보유액 4천200억달러 수준 계속 유지""",연합뉴스,2025-11-07 14:26,naver_news_list_20251110_s429_p1.html
